otu	statistic	p.value	parameter	method	C	1RM1	M1	p.value.adj
Porphyromonadaceae (OTU 1071)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1081)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1082)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1083)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1084)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1087)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1088)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1089)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Atopobium (OTU 1091)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1097)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1100)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1101)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1104)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1106)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1108)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1109)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Prevotella (OTU 1110)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Peptostreptococcaceae (OTU 1113)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1117)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Prevotella (OTU 1119)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1120)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1121)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1124)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1126)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Turicibacter (OTU 1127)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1129)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Pectinatus (OTU 1136)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1137)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alloprevotella (OTU 1140)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1142)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiaceae_ (OTU 1146)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Sphingomonas (OTU 1149)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Turicibacter (OTU 1151)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1152)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1154)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Faecalibacterium (OTU 1155)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Acetatifactor (OTU 1158)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1160)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1163)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillales (OTU 1166)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1173)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 1174)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1178)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1182)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1184)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1187)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1188)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1189)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1190)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Chitinophagaceae (OTU 1192)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Gemmata (OTU 1194)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1199)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1203)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1205)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Finegoldia (OTU 1206)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1208)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1212)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1215)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1216)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1218)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1220)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1224)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1230)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1233)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Phyllobacterium (OTU 1234)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1241)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 1242)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1246)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Blautia (OTU 1247)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1248)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1250)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1252)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1254)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1260)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1261)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1263)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1264)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Acidaminococcaceae (OTU 1265)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1266)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1268)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1269)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1270)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1272)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1280)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1281)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonas (OTU 1283)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1284)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1285)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1287)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Barnesiella (OTU 1296)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Staphylococcus (OTU 1297)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1301)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacillaceae_ (OTU 1302)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1305)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Akkermansia (OTU 1309)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1319)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1328)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1329)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1331)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1332)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1335)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1339)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Prevotella (OTU 1340)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1341)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1342)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1343)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1345)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Turicibacter (OTU 1346)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1350)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1351)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Turicibacter (OTU 1352)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Acetatifactor (OTU 1355)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alistipes (OTU 1361)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Prevotella (OTU 1363)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1364)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1373)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidetes (OTU 1376)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1380)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1381)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1383)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1393)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillaceae (OTU 1394)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1402)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Butyricimonas (OTU 1403)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1406)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1407)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1408)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1411)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Akkermansia (OTU 1415)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1421)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1423)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1428)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1438)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1439)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1440)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1447)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1450)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Proteobacteria (OTU 1451)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1452)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1465)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1472)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1475)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1478)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1479)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1488)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1491)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1493)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1495)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1496)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1497)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Coriobacteriaceae (OTU 1498)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1502)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 1503)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1504)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1509)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1527)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Paraprevotella (OTU 1529)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Dorea (OTU 1531)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1533)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1534)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lactobacillus (OTU 1538)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Escherichia/Shigella (OTU 1539)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1540)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1542)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1544)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1545)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1548)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1552)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Eubacterium (OTU 1553)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1554)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1559)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1570)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Succiniclasticum (OTU 1572)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1577)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1592)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1595)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1602)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1604)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1606)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1607)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1608)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1613)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1615)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1619)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1621)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1623)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1626)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1634)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1645)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacillales (OTU 1648)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Chitinophagaceae (OTU 1650)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Flavobacteriaceae (OTU 1652)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1653)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Parvimonas (OTU 1654)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Campylobacter (OTU 1655)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1658)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Fusobacterium (OTU 1660)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1661)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1663)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1669)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1672)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1674)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Peptoniphilus (OTU 1675)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1676)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1677)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1688)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1694)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1697)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1698)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1700)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1702)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1705)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1710)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium XlVb (OTU 1711)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1718)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1720)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Akkermansia (OTU 1737)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Akkermansia (OTU 1743)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Escherichia/Shigella (OTU 1746)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Brucellaceae (OTU 1747)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Devosia (OTU 1748)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Enterobacteriaceae (OTU 1756)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Erysipelotrichaceae (OTU 1757)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1765)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1768)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 1769)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1771)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaeroplasma (OTU 1777)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Corynebacterium (OTU 1783)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1784)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Actinomyces (OTU 1786)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Corynebacterium (OTU 1793)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1805)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 1806)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaerotruncus (OTU 1811)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1815)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1820)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Granulicatella (OTU 1823)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Faecalibacterium (OTU 1826)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1828)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 1830)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Janthinobacterium (OTU 1833)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1835)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bifidobacteriaceae (OTU 1839)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1845)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1852)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1859)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 1868)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1875)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1888)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1896)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 1901)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1919)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 1932)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Prevotella (OTU 1947)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroidales (OTU 1950)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1951)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1953)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1955)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteroides (OTU 1958)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 1963)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
